"","Rk","Pk","Tm","Player","College","Yrs","G","TOTMP","TOTPTS","TOTTRB","TOTAST","FG%","3P%","FT%","WS","WS/48","BPM","VORP","DraftYr","MPG","PPG","RPG","APG","playerurl","DraftYear"
"116",8,8,"MIL","Todd Day","Arkansas",8,483,12214,5917,1649,713,0.406,0.345,0.739,17.5,0.069,-0.9,3.4,1992,25.3,12.3,3.4,1.5,"https://www.sports-reference.com/cbb/players/todd-day-1.html",1992
"117",9,9,"PHI","Clarence Weatherspoon","Southern Miss",13,915,27736,10483,6846,1346,0.471,0.196,0.743,58.4,0.101,-0.3,11.8,1992,30.3,11.5,7.5,1.5,"https://www.sports-reference.com/cbb/players/clarence-weatherspoon-1.html",1992
"118",10,10,"ATL","Adam Keefe","Stanford",9,617,10334,3107,2556,427,0.502,0.071,0.714,24.9,0.116,-1.3,1.7,1992,16.7,5,4.1,0.7,"https://www.sports-reference.com/cbb/players/adam-keefe-1.html",1992
"119",11,11,"HOU","Robert Horry","Alabama",16,1107,27069,7715,5269,2343,0.425,0.341,0.726,66.3,0.118,1.9,26.4,1992,24.5,7,4.8,2.1,"https://www.sports-reference.com/cbb/players/robert-horry-1.html",1992
"120",12,12,"MIA","Harold Miner","USC",4,200,3748,1801,432,245,0.46,0.311,0.785,4.2,0.053,-3,-0.9,1992,18.7,9,2.2,1.2,"https://www.sports-reference.com/cbb/players/harold-miner-1.html",1992
"121",13,13,"DEN","Bryant Stith","Virginia",10,586,16417,5946,1983,1178,0.424,0.329,0.841,29.5,0.086,-0.8,4.9,1992,28,10.1,3.4,2,"https://www.sports-reference.com/cbb/players/bryant-stith-1.html",1992
"122",14,14,"IND","Malik Sealy","St. John's",8,493,11720,4955,1585,816,0.426,0.292,0.809,17.1,0.07,-1.2,2.2,1992,23.8,10.1,3.2,1.7,"https://www.sports-reference.com/cbb/players/malik-sealy-1.html",1992
"123",15,15,"LAL","Anthony Peeler","Missouri",13,827,20464,8017,2136,1956,0.427,0.384,0.799,30.7,0.072,-0.7,6.6,1992,24.7,9.7,2.6,2.4,"https://www.sports-reference.com/cbb/players/anthony-peeler-1.html",1992
"124",16,16,"LAC","Randy Woods","La Salle",4,151,1093,356,93,257,0.34,0.305,0.683,0.6,0.026,-1.5,0.1,1992,7.2,2.4,0.6,1.7,"https://www.sports-reference.com/cbb/players/randy-woods-1.html",1992
"125",17,17,"OKC","Doug Christie","Pepperdine",15,827,26079,9301,3382,2992,0.426,0.354,0.821,55.7,0.102,1.1,20.7,1992,31.5,11.2,4.1,3.6,"https://www.sports-reference.com/cbb/players/doug-christie-1.html",1992
"126",18,18,"SAS","Tracy Murray","UCLA",12,659,12103,5943,1649,508,0.43,0.388,0.829,24.1,0.096,-0.1,5.8,1992,18.4,9,2.5,0.8,"https://www.sports-reference.com/cbb/players/tracy-murray-1.html",1992
"127",19,19,"DET","Don MacLean","UCLA",9,319,6679,3490,1210,404,0.455,0.284,0.765,9.4,0.067,-2.5,-0.9,1992,20.9,10.9,3.8,1.3,"https://www.sports-reference.com/cbb/players/don-maclean-1.html",1992
"128",20,20,"NYK","Hubert Davis","UNC",12,685,15143,5583,1045,1172,0.458,0.441,0.837,27.7,0.088,-0.9,4.2,1992,22.1,8.2,1.5,1.7,"https://www.sports-reference.com/cbb/players/hubert-davis-1.html",1992
"129",21,21,"BOS","Jon Barry","Georgia Tech",14,821,13880,4715,1513,1784,0.434,0.392,0.848,37.2,0.129,1.8,13.4,1992,16.9,5.7,1.8,2.2,"https://www.sports-reference.com/cbb/players/jon-barry-1.html",1992
"130",22,22,"PHO","Oliver Miller","Arkansas",9,493,11338,3625,2893,1061,0.534,0.116,0.639,21.1,0.089,0.6,7.4,1992,23,7.4,5.9,2.2,"https://www.sports-reference.com/cbb/players/oliver-miller-1.html",1992
"131",23,23,"MIL","Lee Mayberry","Arkansas",7,496,10337,2546,642,1767,0.415,0.377,0.659,7.9,0.036,-2.9,-2.3,1992,20.8,5.1,1.3,3.6,"https://www.sports-reference.com/cbb/players/lee-mayberry-1.html",1992
"132",24,24,"GSW","Latrell Sprewell","Alabama",13,913,35270,16712,3724,3664,0.425,0.337,0.804,56.3,0.077,0.4,21,1992,38.6,18.3,4.1,4,"https://www.sports-reference.com/cbb/players/latrell-sprewell-1.html",1992
"133",25,25,"LAC","Elmore Spencer","UNLV",5,157,2641,923,555,109,0.516,0,0.58,0,0.001,-4.6,-1.7,1992,16.8,5.9,3.5,0.7,"https://www.sports-reference.com/cbb/players/elmore-spencer-1.html",1992
"134",26,26,"POR","Dave Johnson","Syracuse",2,59,475,204,64,17,0.365,0.2,0.663,-0.3,-0.032,-8.2,-0.7,1992,8.1,3.5,1.1,0.3,"https://www.sports-reference.com/cbb/players/dave-johnson-1.html",1992
"135",27,27,"CHI","Byron Houston","Oklahoma State",4,214,2674,835,648,114,0.456,0.256,0.676,3.9,0.069,-3.9,-1.3,1992,12.5,3.9,3,0.5,"https://www.sports-reference.com/cbb/players/byron-houston-1.html",1992
"136",28,28,"MIN","Marlon Maxey","Texas-El Paso",2,98,1146,479,363,22,0.542,0,0.685,2.6,0.109,-3,-0.3,1992,11.7,4.9,3.7,0.2,"https://www.sports-reference.com/cbb/players/marlon-maxey-1.html",1992
"137",29,29,"BRK","P.J. Brown","Louisiana Tech",15,1089,33823,9870,8409,1661,0.46,0.136,0.794,89.8,0.128,0,17.4,1992,31.1,9.1,7.7,1.5,"https://www.sports-reference.com/cbb/players/p.j.-brown-1.html",1992
"138",30,30,"DAL","Sean Rooks","Arizona",12,749,13560,4676,2877,631,0.459,0.091,0.699,16.2,0.057,-2.9,-3.1,1992,18.1,6.2,3.8,0.8,"https://www.sports-reference.com/cbb/players/sean-rooks-1.html",1992
"139",31,31,"POR","Reggie Smith","TCU",2,66,384,99,120,5,0.394,0,0.404,0.4,0.051,-5.1,-0.3,1992,5.8,1.5,1.8,0.1,"https://www.sports-reference.com/cbb/players/reggie-smith-1.html",1992
"140",32,32,"WAS","Brent Price","Oklahoma",9,418,7007,2481,684,1236,0.426,0.387,0.824,12,0.082,-0.8,2.2,1992,16.8,5.9,1.6,3,"https://www.sports-reference.com/cbb/players/brent-price-1.html",1992
"141",33,33,"CHI","Corey Williams","Oklahoma State",2,39,288,92,37,29,0.367,0.25,0.826,0.2,0.037,-5.6,-0.3,1992,7.4,2.4,0.9,0.7,"https://www.sports-reference.com/cbb/players/corey-williams-1.html",1992
"142",34,34,"MIN","Chris Smith","UConn",3,224,3956,1140,291,627,0.435,0.366,0.713,3.2,0.039,-2.3,-0.3,1992,17.7,5.1,1.3,2.8,"https://www.sports-reference.com/cbb/players/chris-smith-1.html",1992
"143",35,35,"CHA","Tony Bennett","Green Bay",3,152,1886,538,155,303,0.412,0.335,0.732,1.6,0.041,-2.7,-0.3,1992,12.4,3.5,1,2,"https://www.sports-reference.com/cbb/players/tony-bennett-1.html",1992
"144",36,36,"LAL","Duane Cooper","USC",2,88,781,204,59,178,0.402,0.216,0.72,-0.5,-0.032,-6.1,-0.8,1992,8.9,2.3,0.7,2,"https://www.sports-reference.com/cbb/players/duane-cooper-1.html",1992
"145",37,37,"MIA","Isaiah Morris","Arkansas",1,25,102,55,12,4,0.456,NA,0.75,0,-0.022,-5.7,-0.1,1992,4.1,2.2,0.5,0.2,"https://www.sports-reference.com/cbb/players/isaiah-morris-1.html",1992
"146",38,38,"ATL","Elmer Bennett","Notre Dame",3,21,159,48,10,22,0.34,0.273,0.722,-0.3,-0.095,-6.9,-0.2,1992,7.6,2.3,0.5,1,"https://www.sports-reference.com/cbb/players/elmer-bennett-1.html",1992
"147",39,39,"CHI","Litterial Green","Georgia",5,148,1189,423,75,182,0.42,0.077,0.665,1.6,0.066,-2.4,-0.1,1992,8,2.9,0.5,1.2,"https://www.sports-reference.com/cbb/players/litterial-green-1.html",1992
"148",40,40,"BRK","Steve Rogers","Alabama State University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/steve-rogers-1.html",1992
"149",41,41,"HOU","Popeye Jones","Murray State",11,535,12579,3726,3981,696,0.447,0.281,0.751,22,0.084,-2.7,-2.1,1992,23.5,7,7.4,1.3,"https://www.sports-reference.com/cbb/players/popeye-jones-1.html",1992
"150",42,42,"MIA","Matt Geiger","Georgia Tech",10,552,12221,5059,3158,388,0.499,0.232,0.728,28.4,0.112,-1.8,0.6,1992,22.1,9.2,5.7,0.7,"https://www.sports-reference.com/cbb/players/matt-geiger-1.html",1992
"151",43,43,"GSW","Sasha Danilović","",2,75,2331,957,182,149,0.439,0.379,0.789,4.2,0.087,-0.7,0.8,1992,31.1,12.8,2.4,2,NA,1992
"152",44,44,"SAS","Henry Williams","UNC Charlotte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/henry-williams-1.html",1992
"153",45,45,"OKC","Chris King","Wake Forest",3,103,2058,693,311,116,0.423,0.383,0.633,1,0.023,-2.8,-0.4,1992,20,6.7,3,1.1,"https://www.sports-reference.com/cbb/players/chris-king-1.html",1992
"154",46,46,"DEN","Robert Werdann","St. John's",3,47,273,101,81,9,0.378,0,0.574,0.1,0.026,-6.3,-0.3,1992,5.8,2.1,1.7,0.2,"https://www.sports-reference.com/cbb/players/robert-werdann-1.html",1992
"155",47,47,"BOS","Darren Morningstar","Pitt",1,23,367,96,81,15,0.476,NA,0.6,0.4,0.048,-4.5,-0.2,1992,16,4.2,3.5,0.7,"https://www.sports-reference.com/cbb/players/darren-morningstar-1.html",1992
"156",48,48,"PHO","Brian Davis","Duke",1,68,374,131,55,22,0.317,0.333,0.735,0,0,-4.7,-0.3,1992,5.5,1.9,0.8,0.3,"https://www.sports-reference.com/cbb/players/brian-davis-1.html",1992
"157",49,49,"PHO","Ron Ellis","Louisiana Tech",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/ron-ellis-1.html",1992
"158",50,50,"GSW","Matt Fish","UNC Wilmington",3,50,512,177,110,25,0.5,0,0.625,0.6,0.058,-3.1,-0.1,1992,10.2,3.5,2.2,0.5,"https://www.sports-reference.com/cbb/players/matt-fish-1.html",1992
"159",51,51,"MIN","Tim Burroughs","Jacksonville University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/tim-burroughs-1.html",1992
"160",52,52,"CHI","Matt Steigenga","Michigan State",1,2,12,3,3,2,0.25,0,0.5,0,-0.126,-8.5,0,1992,6,1.5,1.5,1,"https://www.sports-reference.com/cbb/players/matt-steigenga-1.html",1992
"161",53,53,"HOU","Curtis Blair","Richmond",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/curtis-blair-1.html",1992
"162",54,54,"SAC","Brett Roberts","Morehead State University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1992,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/brett-roberts-1.html",1992
"163",1,1,"ORL","Chris Webber","Michigan",15,831,30847,17182,8124,3526,0.479,0.299,0.649,84.7,0.132,3.4,42.1,1993,37.1,20.7,9.8,4.2,"https://www.sports-reference.com/cbb/players/chris-webber-1.html",1993
"164",2,2,"PHI","Shawn Bradley","BYU",12,832,19531,6752,5268,573,0.457,0.103,0.716,40.7,0.1,-0.2,8.9,1993,23.5,8.1,6.3,0.7,"https://www.sports-reference.com/cbb/players/shawn-bradley-1.html",1993
"165",3,3,"GSW","Anfernee Hardaway","Memphis",14,704,23711,10684,3146,3525,0.458,0.316,0.774,61.9,0.125,2.5,26.9,1993,33.7,15.2,4.5,5,"https://www.sports-reference.com/cbb/players/anfernee-hardaway-1.html",1993
"166",4,4,"DAL","Jamal Mashburn","Kentucky",11,611,22762,11644,3271,2414,0.418,0.345,0.766,43.7,0.092,0.3,13.4,1993,37.3,19.1,5.4,4,"https://www.sports-reference.com/cbb/players/jamal-mashburn-1.html",1993
"167",5,5,"MIN","Isaiah Rider","UNLV",9,563,17851,9405,2166,1535,0.443,0.352,0.812,22.8,0.061,-1,4.5,1993,31.7,16.7,3.8,2.7,"https://www.sports-reference.com/cbb/players/isaiah-rider-1.html",1993
"168",6,6,"WAS","Calbert Cheaney","Indiana",13,825,22007,7826,2610,1398,0.466,0.298,0.691,23.1,0.05,-2.5,-2.9,1993,26.7,9.5,3.2,1.7,"https://www.sports-reference.com/cbb/players/calbert-cheaney-1.html",1993
"169",7,7,"SAC","Bobby Hurley","Duke",5,269,4170,1032,283,880,0.353,0.272,0.769,-1.2,-0.014,-5.4,-3.5,1993,15.5,3.8,1.1,3.3,"https://www.sports-reference.com/cbb/players/bobby-hurley-1.html",1993
"170",8,8,"MIL","Vin Baker","University of Hartford",13,791,25737,11839,5867,1509,0.485,0.215,0.638,47,0.088,-1.2,5.3,1993,32.5,15,7.4,1.9,"https://www.sports-reference.com/cbb/players/vin-baker-1.html",1993
"171",9,9,"DEN","Rodney Rogers","Wake Forest",12,866,21873,9468,3881,1722,0.451,0.347,0.69,38.8,0.085,-0.3,9.7,1993,25.3,10.9,4.5,2,"https://www.sports-reference.com/cbb/players/rodney-rogers-1.html",1993
"172",10,10,"DET","Lindsey Hunter","Jackson State University",17,937,23253,7956,2021,2506,0.388,0.36,0.746,32.9,0.068,-0.4,9.4,1993,24.8,8.5,2.2,2.7,"https://www.sports-reference.com/cbb/players/lindsey-hunter-1.html",1993
"173",11,11,"DET","Allan Houston","Tennessee",12,839,28311,14551,2434,1990,0.444,0.402,0.863,55.3,0.094,0.1,15,1993,33.7,17.3,2.9,2.4,"https://www.sports-reference.com/cbb/players/allan-houston-1.html",1993
"174",12,12,"LAL","George Lynch","UNC",12,774,17683,5109,3902,1121,0.446,0.306,0.652,32.3,0.088,-0.4,7.3,1993,22.8,6.6,5,1.4,"https://www.sports-reference.com/cbb/players/george-lynch-1.html",1993
"175",13,13,"LAC","Terry Dehere","Seton Hall",6,402,7305,3235,588,1034,0.411,0.378,0.779,7.3,0.048,-2.6,-1.1,1993,18.2,8,1.5,2.6,"https://www.sports-reference.com/cbb/players/terry-dehere-1.html",1993
"176",14,14,"IND","Scott Haskin","Oregon State",1,27,186,55,55,6,0.467,NA,0.684,0.3,0.087,-2.8,0,1993,6.9,2,2,0.2,"https://www.sports-reference.com/cbb/players/scott-haskin-1.html",1993
"177",15,15,"ATL","Doug Edwards","Florida State",3,85,838,203,153,60,0.378,0,0.709,0.2,0.013,-4.8,-0.6,1993,9.9,2.4,1.8,0.7,"https://www.sports-reference.com/cbb/players/doug-edwards-1.html",1993
"178",16,16,"BRK","Rex Walters","Kansas",7,335,4602,1547,403,569,0.441,0.361,0.809,6.3,0.066,-2,0,1993,13.7,4.6,1.2,1.7,"https://www.sports-reference.com/cbb/players/rex-walters-1.html",1993
"179",17,17,"CHA","Greg Graham","Indiana",5,207,2530,938,219,201,0.407,0.29,0.775,1.3,0.025,-3.8,-1.2,1993,12.2,4.5,1.1,1,"https://www.sports-reference.com/cbb/players/greg-graham-1.html",1993
"180",18,18,"UTA","Luther Wright","Seton Hall",1,15,92,19,10,0,0.348,0,0.75,-0.1,-0.064,-12.3,-0.2,1993,6.1,1.3,0.7,0,"https://www.sports-reference.com/cbb/players/luther-wright-1.html",1993
"181",19,19,"BOS","Acie Earl","Iowa",4,193,2512,980,517,61,0.403,0,0.667,0.3,0.005,-5.9,-2.5,1993,13,5.1,2.7,0.3,"https://www.sports-reference.com/cbb/players/acie-earl-1.html",1993
"182",20,20,"CHA","Scott Burrell","UConn",8,383,7592,2647,1332,527,0.418,0.373,0.723,16.4,0.104,0.7,5.2,1993,19.8,6.9,3.5,1.4,"https://www.sports-reference.com/cbb/players/scott-burrell-1.html",1993
"183",21,21,"POR","James Robinson","Alabama",7,381,6935,2882,660,715,0.394,0.348,0.666,5.8,0.04,-2,0,1993,18.2,7.6,1.7,1.9,"https://www.sports-reference.com/cbb/players/james-robinson-1.html",1993
"184",22,22,"CLE","Chris Mills","Arizona",10,568,17282,6357,2808,1063,0.432,0.351,0.817,37.7,0.105,-0.5,6.8,1993,30.4,11.2,4.9,1.9,"https://www.sports-reference.com/cbb/players/chris-mills-1.html",1993
"185",23,23,"OKC","Ervin Johnson","New Orleans",13,845,16989,3473,5148,387,0.505,0.2,0.605,37.8,0.107,-1.4,2.6,1993,20.1,4.1,6.1,0.5,"https://www.sports-reference.com/cbb/players/ervin-johnson-1.html",1993
"186",24,24,"HOU","Sam Cassell","Florida State",15,993,29812,15635,3221,5939,0.454,0.331,0.861,87.5,0.141,1.8,28.8,1993,30,15.7,3.2,6,"https://www.sports-reference.com/cbb/players/sam-cassell-1.html",1993
"187",25,25,"CHI","Corie Blount","Cincinnati",11,644,9925,2287,2690,460,0.471,0.115,0.587,18.2,0.088,-2.5,-1.1,1993,15.4,3.6,4.2,0.7,"https://www.sports-reference.com/cbb/players/corie-blount-1.html",1993
"188",26,26,"ORL","Geert Hammink","LSU",3,8,27,14,7,2,0.4,NA,0.667,0.1,0.089,-3.7,0,1993,3.4,1.8,0.9,0.3,"https://www.sports-reference.com/cbb/players/geert-hammink-1.html",1993
"189",27,27,"PHO","Malcolm Mackey","Georgia Tech",1,22,69,32,24,1,0.378,0,0.5,0.1,0.036,-8.7,-0.1,1993,3.1,1.5,1.1,0,"https://www.sports-reference.com/cbb/players/malcolm-mackey-1.html",1993
"190",28,28,"DAL","Lucious Harris","Cal State Long Beach",12,800,15701,5784,1864,1130,0.426,0.348,0.79,28.7,0.088,-0.9,4.5,1993,19.6,7.2,2.3,1.4,"https://www.sports-reference.com/cbb/players/lucious-harris-1.html",1993
"191",29,29,"MIN","Sherron Mills","VCU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/sherron-mills-1.html",1993
"192",30,30,"WAS","Gheorghe Mureșan","",6,307,6729,3020,1957,150,0.573,0,0.644,19,0.136,-0.3,2.9,1993,21.9,9.8,6.4,0.5,NA,1993
"193",31,31,"SAC","Evers Burns","Maryland",1,23,143,56,30,9,0.4,NA,0.522,0.1,0.02,-5.5,-0.1,1993,6.2,2.4,1.3,0.4,"https://www.sports-reference.com/cbb/players/evers-burns-1.html",1993
"194",32,32,"PHI","Alphonso Ford","Mississippi Valley State University",2,11,114,35,20,10,0.308,0.1,0.5,-0.4,-0.153,-8.4,-0.2,1993,10.4,3.2,1.8,0.9,"https://www.sports-reference.com/cbb/players/alphonso-ford-1.html",1993
"195",33,33,"DAL","Eric Riley","Michigan",5,186,1844,574,479,60,0.456,0,0.704,2.5,0.066,-3.8,-0.9,1993,9.9,3.1,2.6,0.3,"https://www.sports-reference.com/cbb/players/eric-riley-1.html",1993
"196",34,34,"GSW","Darnell Mee","Western Kentucky",2,40,293,76,36,18,0.312,0.222,0.444,-0.1,-0.02,-2.8,-0.1,1993,7.3,1.9,0.9,0.5,"https://www.sports-reference.com/cbb/players/darnell-mee-1.html",1993
"197",35,35,"MIA","Ed Stokes","Arizona",1,4,17,3,4,1,0.333,NA,0.5,0,-0.077,-7.6,0,1993,4.3,0.8,1,0.3,"https://www.sports-reference.com/cbb/players/ed-stokes-1.html",1993
"198",36,36,"BRK","John Best","Tennessee Technological University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/john-best-1.html",1993
"199",37,37,"LAL","Nick Van Exel","Cincinnati",13,880,28969,12658,2545,5777,0.405,0.357,0.794,55.9,0.093,0.4,17.7,1993,32.9,14.4,2.9,6.6,"https://www.sports-reference.com/cbb/players/nick-van-exel-1.html",1993
"200",38,38,"WAS","Conrad McRae","Syracuse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/conrad-mcrae-1.html",1993
"201",39,39,"IND","Thomas Hill","Duke",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/thomas-hill-1.html",1993
"202",40,40,"ATL","Rich Manning","Washington",2,55,512,182,94,10,0.415,0.4,0.643,-0.3,-0.028,-8.3,-0.8,1993,9.3,3.3,1.7,0.2,"https://www.sports-reference.com/cbb/players/rich-manning-1.html",1993
"203",41,41,"CHI","Anthony Reed","Tulane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/anthony-reed-1.html",1993
"204",42,42,"OKC","Adonis Jordan","Kansas",2,10,97,21,6,22,0.296,0.25,0.5,0,-0.015,-2.9,0,1993,9.7,2.1,0.6,2.2,"https://www.sports-reference.com/cbb/players/adonis-jordan-1.html",1993
"205",43,43,"DEN","Josh Grant","Utah",1,53,382,157,89,24,0.404,0.279,0.759,0.5,0.06,-2.3,0,1993,7.2,3,1.7,0.5,"https://www.sports-reference.com/cbb/players/josh-grant-1.html",1993
"206",44,44,"SAC","Alex Holcombe","Baylor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/alex-holcombe-1.html",1993
"207",45,45,"UTA","Bryon Russell","Cal State Long Beach",13,841,19805,6663,2914,1085,0.431,0.369,0.75,47.4,0.115,0.4,11.8,1993,23.5,7.9,3.5,1.3,"https://www.sports-reference.com/cbb/players/bryon-russell-1.html",1993
"208",46,46,"HOU","Richard Petruška","UCLA",1,22,92,53,31,1,0.435,0.467,0.75,0,-0.014,-8.2,-0.1,1993,4.2,2.4,1.4,0,"https://www.sports-reference.com/cbb/players/richard-petruška-1.html",1993
"209",47,47,"SAS","Chris Whitney","Clemson",11,579,10052,3738,815,1613,0.395,0.361,0.875,21.2,0.101,-0.2,4.6,1993,17.4,6.5,1.4,2.8,"https://www.sports-reference.com/cbb/players/chris-whitney-1.html",1993
"210",48,48,"POR","Kevin Thompson","NC State",1,14,58,13,13,3,0.429,0,0.5,0,-0.016,-8.1,-0.1,1993,4.1,0.9,0.9,0.2,"https://www.sports-reference.com/cbb/players/kevin-thompson-1.html",1993
"211",49,49,"PHO","Mark Buford","Mississippi Valley State University",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/mark-buford-1.html",1993
"212",50,50,"HOU","Marcelo Nicola","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,NA,1993
"213",51,51,"IND","Spencer Dunkley","University of Delaware",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/spencer-dunkley-1.html",1993
"214",52,52,"SAC","Mike Peplowski","Michigan State",3,68,705,194,176,26,0.556,0,0.531,1,0.067,-4.5,-0.4,1993,10.4,2.9,2.6,0.4,"https://www.sports-reference.com/cbb/players/mike-peplowski-1.html",1993
"215",53,53,"LAC","Leonard White","Southern University and A&M College",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/leonard-white-1.html",1993
"216",54,54,"PHO","Byron Wilson","Utah",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1993,NA,NA,NA,NA,"https://www.sports-reference.com/cbb/players/byron-wilson-1.html",1993
"217",1,1,"MIL","Glenn Robinson","Purdue",11,688,25346,14234,4189,1879,0.459,0.34,0.82,39.8,0.075,0.1,13.5,1994,36.8,20.7,6.1,2.7,"https://www.sports-reference.com/cbb/players/glenn-robinson-1.html",1994
"218",2,2,"DAL","Jason Kidd","California",19,1391,50111,17529,8725,12091,0.4,0.349,0.785,138.6,0.133,3.8,73.5,1994,36,12.6,6.3,8.7,"https://www.sports-reference.com/cbb/players/jason-kidd-1.html",1994
"219",3,3,"DET","Grant Hill","Duke",18,1026,34776,17137,6169,4252,0.483,0.314,0.769,99.9,0.138,3,43.6,1994,33.9,16.7,6,4.1,"https://www.sports-reference.com/cbb/players/grant-hill-1.html",1994
"220",4,4,"MIN","Donyell Marshall","UConn",15,957,25027,10716,6376,1305,0.435,0.35,0.731,59,0.113,1.1,19.9,1994,26.2,11.2,6.7,1.4,"https://www.sports-reference.com/cbb/players/donyell-marshall-1.html",1994
"221",5,5,"WAS","Juwan Howard","Michigan",19,1208,36654,16159,7428,2663,0.469,0.12,0.764,59.4,0.078,-1.6,3.8,1994,30.3,13.4,6.1,2.2,"https://www.sports-reference.com/cbb/players/juwan-howard-1.html",1994
"222",6,6,"PHI","Sharone Wright","Clemson",4,203,4531,1974,1023,118,0.456,0.083,0.618,1.4,0.015,-4.8,-3.2,1994,22.3,9.7,5,0.6,"https://www.sports-reference.com/cbb/players/sharone-wright-1.html",1994
"223",7,7,"LAC","Lamond Murray","California",11,736,18477,8286,3033,978,0.43,0.36,0.759,19.8,0.052,-1.2,4,1994,25.1,11.3,4.1,1.3,"https://www.sports-reference.com/cbb/players/lamond-murray-1.html",1994
"224",8,8,"SAC","Brian Grant","Xavier",12,756,21417,7933,5622,923,0.49,0.214,0.746,54.5,0.122,-0.8,6.2,1994,28.3,10.5,7.4,1.2,"https://www.sports-reference.com/cbb/players/brian-grant-1.html",1994
"225",9,9,"BOS","Eric Montross","UNC",8,465,8479,2071,2159,207,0.49,0,0.478,8.5,0.048,-4.4,-5.2,1994,18.2,4.5,4.6,0.4,"https://www.sports-reference.com/cbb/players/eric-montross-1.html",1994
"226",10,10,"LAL","Eddie Jones","Temple",14,954,32778,14155,3857,2812,0.437,0.373,0.809,100.6,0.147,3.1,42.3,1994,34.4,14.8,4,2.9,"https://www.sports-reference.com/cbb/players/eddie-jones-1.html",1994
"227",11,11,"OKC","Carlos Rogers","Tennessee State",8,298,5654,2196,1272,182,0.536,0.258,0.562,11.1,0.095,-1,1.5,1994,19,7.4,4.3,0.6,"https://www.sports-reference.com/cbb/players/carlos-rogers-1.html",1994
"228",12,12,"MIA","Khalid Reeves","Arizona",6,277,5837,2167,580,886,0.416,0.363,0.744,8.4,0.069,-1.3,1,1994,21.1,7.8,2.1,3.2,"https://www.sports-reference.com/cbb/players/khalid-reeves-1.html",1994
"229",13,13,"DEN","Jalen Rose","Michigan",13,923,27925,13220,3193,3527,0.443,0.355,0.801,47.2,0.081,-0.2,12.3,1994,30.3,14.3,3.5,3.8,"https://www.sports-reference.com/cbb/players/jalen-rose-1.html",1994
"230",14,14,"BRK","Yinka Dare","George Washington",4,110,1002,233,281,4,0.396,NA,0.57,-0.7,-0.033,-8.4,-1.6,1994,9.1,2.1,2.6,0,"https://www.sports-reference.com/cbb/players/yinka-dare-1.html",1994
"231",15,15,"IND","Eric Piatkowski","Nebraska",14,789,14613,5919,1716,778,0.434,0.399,0.839,31,0.102,0.2,7.9,1994,18.5,7.5,2.2,1,"https://www.sports-reference.com/cbb/players/eric-piatkowski-1.html",1994
